"PID","WEIGHT","cond","order_responses","val_1","val_2","val_3","val_4","val_5","top_value_num","top_value_char","response_cond1","response_cond2","response_cond3","order_dvs_first","order_dvs_second","order_dvs_third","order_dvs_fourth","order_dvs_fifth","antiest_1","antiest_2","antiest_3","antiest_4","ampride","trustgov","demsatis","radchange","vote_bin","vote_who","vote_whoelse","PartyID7","PartyID5","IDEO","RELIG","RELIG_OE","ATTEND","STARTDT","ENDDT","duration","SURV_MODE","SURV_LANG","Device","GENDER","AGE","AGE4","AGE7","RACETHNICITY","EDUC5","MARITAL","EMPLOY","INCOME","INCOME4","INCOME9","STATE","REGION4","REGION9","METRO","INTERNET","HOUSING","HOME_TYPE","PHONESERVICE","HHSIZE","HH01","HH25","HH612","HH1317","HH18OV","response","antiest_4R","distrust","antiest","discontent","exclude"
215,0.5159945,"kept",0,"Freedom","Equality","Diversity","Individualism","Privacy",1,"Freedom","To a legal limit American people are free in their choices/actions in their daily lives. There is freedom of speech.",NA,NA,"radchange","ampride","demsatis","trustgov","antiest",5,5,5,5,4,4,4,4,"vote","trump",NA,4,3,3,12,NA,3,"11/18/2024 23:40","11/18/2024 23:45",5,2,1,"Smartphone","female",27,1,2,"white/non-hisp","some coll",5,1,"$20,000 to $24,999",1,3,"CA",4,9,1,1,2,"1",4,5,"#NULL!","1","1","#NULL!",2,"To a legal limit American people are free in their choices/actions in their daily lives. There is freedom of speech.",3,4,4.5,4.16666666666667,0
216,1.30143482,"kept",1,"freedom","democracy","equility","justice","goverance",2,"democracy","It seems to me the people have less of a say. It seems that it's the career politicians that are making most of the decisions with little regard to what the people say/want.",NA,NA,"trustgov","radchange","demsatis","ampride","antiest",4,6,6,3,2,3,3,5,"no vote",NA,NA,4,3,3,1,NA,3,"11/19/2024 13:01","11/19/2024 13:06",5,2,1,"Desktop","male",56,3,5,"white/non-hisp","some coll",3,1,"$85,000 to $99,999",3,7,"MN",2,4,0,1,2,"2",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"It seems to me the people have less of a say. It seems that it's the career politicians that are making most of the decisions with little regard to what the people say/want.",5,5,5.25,5.08333333333333,0
224,1.15724226,"ctrl",0,"Right to own firearms","Freedom of speech","Right to the pursuit of happiness","Innocent until proven guilty","In god we trust",2,"Freedom of speech",NA,NA,"The ability to speak your mind in a peaceful manner. The ability to be heard by state and board members.","antiest","radchange","demsatis","trustgov","ampride",5,5,5,3,3,2,3,5,"no vote",NA,NA,6,5,2,11,NA,1,"11/26/2024 21:45","11/26/2024 21:51",7,2,1,"Smartphone","female",35,2,3,"white/non-hisp","HS",1,4,"$30,000 to $34,999",2,4,"OH",2,3,0,1,1,"4",4,4,"#NULL!","#NULL!","1","1",2,"The ability to speak your mind in a peaceful manner. The ability to be heard by state and board members.",5,6,5,5.33333333333333,0
225,0.46274567,"brkn",0,"Freedom of religion","No British taxes","Freedom bear arms","Freedom of speech","Freedom of rights",5,"Freedom of rights",NA,"The freedom to be whoever you want to be, regardless of what you believe in. For example, the fact that now gay people can get married means that we all have equal rights. The way the US is not living up to its promise is by saying someone is guilty before even being proven innocent. That happens with the law when people go to jail when they were wrongly accused. And now with AI, they are making people say things that they never said.",NA,"ampride","trustgov","demsatis","radchange","antiest",1,4,2,6,5,6,6,2,"vote","trump",NA,6,5,3,2,NA,3,"11/21/2024 13:23","11/21/2024 13:33",10,2,1,"Desktop","female",61,4,5,"white/non-hisp","bachelors",1,3,"$85,000 to $99,999",3,7,"CA",4,9,1,1,2,"3",3,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"The freedom to be whoever you want to be, regardless of what you believe in. For example, the fact that now gay people can get married means that we all have equal rights. The way the US is not living up to its promise is by saying someone is guilty before even being proven innocent. That happens with the law when people go to jail when they were wrongly accused. And now with AI, they are making people say things that they never said.",2,2,2.25,2.08333333333333,0
230,0.22642922,"brkn",1,"Jobs","Living cost","Medical","Social security","Immigration",2,"Living cost",NA,"Not providing  needs for Americans by providing benefits like a living wage most American we are not keeping up with inflation everything going up while we still suffering to provide food and pay rent folks not taking vacation these days because of the lack of income we are getting as American.",NA,"antiest","demsatis","ampride","radchange","trustgov",7,7,7,1,1,2,1,7,"vote","other","Jill Stein",4,3,3,1,NA,1,"12/1/2024 17:57","12/1/2024 18:09",12,2,1,"Smartphone","male",64,4,5,"black/non-hisp","HS",5,1,"$20,000 to $24,999",1,3,"CA",4,9,1,0,2,"3",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"Not providing  needs for Americans by providing benefits like a living wage most American we are not keeping up with inflation everything going up while we still suffering to provide food and pay rent folks not taking vacation these days because of the lack of income we are getting as American.",7,6,7,6.66666666666667,0
231,3.66501119,"ctrl",0,"Religious freedom","Right to bear arms","Freedom of speech","Search and seizure without probable cause","Due process",2,"Right to bear arms",NA,NA,"Being necessary to the security of a free state The right of the people to keep and bear arms shall not be infringed","radchange","trustgov","demsatis","antiest","ampride",5,5,5,5,5,5,4,3,"no vote",NA,NA,6,5,3,12,NA,7,"12/1/2024 13:05","12/1/2024 13:13",8,2,1,"Smartphone","female",41,2,3,"white/non-hisp","HS",1,1,"$100,000 to $124,999",4,8,"UT",4,8,1,1,1,"1",4,3,"#NULL!","#NULL!","1","#NULL!",2,"Being necessary to the security of a free state The right of the people to keep and bear arms shall not be infringed",3,3,4.5,3.5,0
234,0.35645918,"ctrl",0,"freedom of speech","representation for all","religious freedom with no state religion","free trade","equal opportunity",5,"equal opportunity",NA,NA,"No preference given on the basis of family heritage, ethnicity, or wealth. Availability of public education without differentiation based on economic status, and place of residence.","antiest","demsatis","radchange","trustgov","ampride",6,5,5,2,2,3,2,5,"vote","harris",NA,1,1,1,5,NA,1,"11/18/2024 20:23","11/18/2024 20:28",5,2,1,"Desktop","male",74,4,6,"white/non-hisp","bachelors",5,1,"$40,000 to $49,999",2,5,"NJ",1,2,1,1,2,"3",3,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"No preference given on the basis of family heritage, ethnicity, or wealth. Availability of public education without differentiation based on economic status, and place of residence.",6,5,5.5,5.16666666666667,0
237,1.38284254,"brkn",1,"freedom","justices","equality","democratic government","effective governance",3,"equality",NA,"98",NA,"radchange","demsatis","ampride","trustgov","antiest",5,4,5,4,2,3,4,5,"vote","harris",NA,4,3,3,11,NA,2,"11/21/2024 18:10","11/21/2024 18:28",18,2,1,"Desktop","male",56,3,5,"black/non-hisp","HS",1,1,"$60,000 to $74,999",3,6,"FL",3,5,1,1,2,"3",4,2,"0","0","0","0",2,"98",4,5,4.5,4.83333333333333,1
246,1.57906568,"brkn",0,"Liberty","Life","Capitalism","Guns","Money",3,"Capitalism",NA,"The U.S. is definitely enforcing capitalism to an obsessive degree. I can think of no proper way to answer this question.",NA,"radchange","trustgov","ampride","antiest","demsatis",5,5,7,1,2,1,2,6,"vote","harris",NA,2,1,2,11,NA,3,"11/21/2024 7:27","11/21/2024 7:33",6,2,1,"Smartphone","male",27,1,2,"asian/non-hisp","bachelors",5,2,"$50,000 to $59,999",2,6,"MD",3,5,1,1,3,"1",4,4,"#NULL!","#NULL!","#NULL!","#NULL!",4,"The U.S. is definitely enforcing capitalism to an obsessive degree. I can think of no proper way to answer this question.",7,7,6,6.33333333333333,0
250,0.80201307,"kept",1,"religious freedom","freedom of choice","freedom of speech","freedom to bear arms","pursuit of happiness",5,"pursuit of happiness","The United States upholds the promise of the pursuit of happiness by respecting the citizens' ways and means to obtain personal and communal success and life satisfaction.",NA,NA,"ampride","antiest","demsatis","radchange","trustgov",5,5,5,3,4,3,3,6,"vote","harris",NA,3,2,2,11,NA,2,"11/18/2024 18:48","11/18/2024 18:55",9,2,1,"Smartphone","male",42,2,3,"asian/non-hisp","bachelors",5,1,"$175,000 to $199,999",4,9,"CA",4,9,1,1,2,"3",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"The United States upholds the promise of the pursuit of happiness by respecting the citizens' ways and means to obtain personal and communal success and life satisfaction.",5,5,5,5.33333333333333,0
257,1.8503693,"kept",0,"Freedom of speech","Freedom of religion","Right to bare arms","Justice system is the best in the world.","Pride in our country",1,"Freedom of speech","The media have been able to say whatever they wanted to say about the president elect before the election. People made their election choice from what they knew to be true not what the media wanted them to believe.",NA,NA,"radchange","demsatis","antiest","ampride","trustgov",4,6,6,2,5,2,7,7,"vote","trump",NA,5,4,3,1,NA,1,"11/18/2024 20:16","11/18/2024 20:44",29,2,1,"Smartphone","male",57,3,5,"white/non-hisp","HS",3,1,"$125,000 to $149,999",4,8,"NJ",1,2,1,1,1,"1",4,3,"#NULL!","#NULL!","#NULL!","1",2,"The media have been able to say whatever they wanted to say about the president elect before the election. People made their election choice from what they knew to be true not what the media wanted them to believe.",6,6,5.5,6.16666666666667,0
262,1.08282682,"kept",1,"Justice","Freedom of religion","Equality","Freedom of speech","Freedom to pursue prosperity",2,"Freedom of religion","There is no state or national religion. Everyone is free to choose how they worship God as they see fit.",NA,NA,"antiest","ampride","trustgov","radchange","demsatis",2,5,5,3,4,3,5,5,"vote","trump",NA,6,5,5,1,NA,9,"11/18/2024 20:37","11/18/2024 20:45",8,2,1,"Smartphone","female",44,2,3,"white/non-hisp","some coll",1,1,"$40,000 to $49,999",2,5,"KY",3,6,0,1,1,"1",4,3,"#NULL!","#NULL!","#NULL!","1",2,"There is no state or national religion. Everyone is free to choose how they worship God as they see fit.",5,5,4.25,4.75,0
265,2.3846401,"ctrl",1,"Freedom","Liberty","Pursuit of happiness","Rule of law","Prosperity",2,"Liberty",NA,NA,"Liberty is freedom from a tyrannical government. It is the freedom to live how you want and decide how you live","demsatis","trustgov","antiest","radchange","ampride",4,2,4,4,5,2,7,5,"vote","trump",NA,5,4,3,2,NA,3,"11/18/2024 19:56","11/18/2024 20:02",6,2,1,"Smartphone","male",39,2,3,"white/non-hisp","bachelors",5,1,"$125,000 to $149,999",4,8,"ME",1,1,1,1,1,"1",2,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"Liberty is freedom from a tyrannical government. It is the freedom to live how you want and decide how you live",4,6,3.5,4.83333333333333,0
268,0.23566889,"kept",0,"Freedom","Liberty","Equality","Individual rights","Freedom of speech",3,"Equality","We aren’t at all living up to this quality in which is promised there isn’t much equality going on at all",NA,NA,"radchange","antiest","trustgov","demsatis","ampride",4,4,2,3,5,4,5,4,"no vote",NA,NA,4,3,3,12,NA,2,"11/18/2024 19:39","11/19/2024 23:45",6,2,1,"Smartphone","female",30,2,2,"white/non-hisp","some coll",5,6,"under $5,000",1,1,"CA",4,9,1,0,2,"3",4,3,"#NULL!","1","#NULL!","#NULL!",1,"We aren’t at all living up to this quality in which is promised there isn’t much equality going on at all",5,4,3.75,3.91666666666667,0
269,2.11102567,"ctrl",1,"freedom","religion","equality","speach","have guns",1,"freedom",NA,NA,"You have rules, and you have to follow them but you can speak what is on your mind, you can practice your own religion, and you are just as equal as the person next to you","ampride","trustgov","radchange","antiest","demsatis",6,2,2,3,5,1,6,2,"vote","harris",NA,2,1,4,2,NA,7,"11/19/2024 7:31","11/19/2024 7:42",12,2,1,"Desktop","female",75,4,7,"white/non-hisp","HS",3,5,"$50,000 to $59,999",2,6,"WI",2,3,1,1,2,"3",4,1,"0","0","0","0",1,"You have rules, and you have to follow them but you can speak what is on your mind, you can practice your own religion, and you are just as equal as the person next to you",5,7,3.75,4.25,0
279,2.37047051,"kept",1,"Equality","Informality","The future","Change","Progress",4,"Change","We the people chose a president that will ensure a lot of change for us. He’s been president before and within those four years showed a lot of change",NA,NA,"demsatis","ampride","trustgov","antiest","radchange",5,5,3,5,5,3,3,6,"vote","trump",NA,7,5,5,11,NA,1,"11/18/2024 16:04","11/18/2024 16:12",9,2,1,"Smartphone","female",32,2,2,"multi/non-hisp","less HS",5,1,"$35,000 to $39,999",2,4,"NV",4,8,1,1,2,"3",4,6,"#NULL!","2","1","1",2,"We the people chose a president that will ensure a lot of change for us. He’s been president before and within those four years showed a lot of change",3,5,4,5,0
287,2.45245876,"ctrl",1,"Help Others","Republic","No Taxation Without Reprentation","Protect our allies","Respect",1,"Help Others",NA,NA,"Try to create a nation where one can have and achieve goals.  Sometimes it requires the help of others by way of education, employment, or assistance.","antiest","ampride","radchange","demsatis","trustgov",6,7,6,3,4,2,2,6,"vote","trump",NA,5,4,3,11,NA,1,"11/18/2024 18:51","11/18/2024 18:55",5,2,1,"Smartphone","male",41,2,3,"white/non-hisp","bachelors",1,1,"$85,000 to $99,999",3,7,"CO",4,8,1,1,1,"1",4,4,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Try to create a nation where one can have and achieve goals.  Sometimes it requires the help of others by way of education, employment, or assistance.",5,6,6,6,0
290,1.47102296,"ctrl",0,"Unity","Freedom","Free speech","Home","Value",2,"Freedom",NA,NA,"Freedom to live my life.
Freedom to have the things that I want
Freedom to be able to do what I want.","ampride","demsatis","antiest","trustgov","radchange",7,7,7,7,5,7,7,7,"vote","trump",NA,7,5,1,12,NA,4,"11/24/2024 18:45","11/24/2024 18:48",3,2,1,"Smartphone","female",28,1,2,"black/non-hisp","HS",5,1,"$85,000 to $99,999",3,7,"GA",3,5,0,0,2,"3",4,4,"#NULL!","#NULL!","#NULL!","#NULL!",4,"Freedom to live my life.
Freedom to have the things that I want
Freedom to be able to do what I want.",1,1,5.5,4.5,0
310,1.02058949,"ctrl",0,"Freedom","Private Property","Liberty","Opportunity","Justice",1,"Freedom",NA,NA,"All people own themselves and have the right to do anything they want as long as it does not infringe on another person's freedom.","antiest","ampride","demsatis","trustgov","radchange",6,7,7,1,4,1,2,6,"no vote",NA,NA,4,3,4,10,NA,1,"11/20/2024 20:42","11/20/2024 20:47",5,2,1,"Desktop","male",30,2,2,"white/non-hisp","bachelors",1,1,"$200,000 or more",4,9,"CO",4,8,1,1,1,"1",4,2,"0","0","0","0",2,"All people own themselves and have the right to do anything they want as long as it does not infringe on another person's freedom.",7,7,6.75,6.58333333333333,0
318,0.56009235,"kept",0,"Democracy","Trust","Freedom of speech","Rights","Alliance",1,"Democracy","It’s really not right now. Our government is a complete mess until 2025…and I’m not stating that because I’m a Republican.",NA,NA,"antiest","demsatis","trustgov","ampride","radchange",4,4,4,3,5,NA,2,7,"vote","trump",NA,7,5,5,11,NA,2,"11/22/2024 15:26","11/22/2024 15:34",9,2,1,"Smartphone","female",53,3,4,"white/non-hisp","HS",1,2,"$50,000 to $59,999",2,6,"SC",3,5,1,1,2,"2",4,3,"#NULL!","#NULL!","#NULL!","1",2,"It’s really not right now. Our government is a complete mess until 2025…and I’m not stating that because I’m a Republican.",5,NA,4.25,5.625,0
328,9.36757177,"brkn",1,"Liberty","Justice","Freedom","Opportunity","Uphold the constitution",4,"Opportunity",NA,"Certain groups of people are discriminated against and pushed aside no chance to prove themselves because of prejudice and injustice",NA,"radchange","trustgov","ampride","demsatis","antiest",7,7,7,1,1,1,1,7,"vote","harris",NA,1,1,2,12,NA,8,"11/18/2024 19:04","11/18/2024 19:14",11,2,1,"Smartphone","female",71,4,6,"black/non-hisp","HS",1,5,"$15,000 to $19,999",1,2,"FL",3,5,1,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Certain groups of people are discriminated against and pushed aside no chance to prove themselves because of prejudice and injustice",7,7,7,7,0
333,3.78923272,"brkn",0,"Guns","Freedom","Safety","Liberty","Opportunity",1,"Guns",NA,"98",NA,"antiest","radchange","demsatis","ampride","trustgov",6,6,5,1,4,1,4,5,"no vote",NA,NA,4,3,3,11,NA,1,"11/18/2024 21:17","11/26/2024 15:21",3,2,1,"Smartphone","male",26,1,2,"white/non-hisp","less HS",5,1,"$25,000 to $29,999",1,3,"DE",3,5,1,1,2,"1",4,3,"#NULL!","#NULL!","#NULL!","#NULL!",3,"98",7,7,6,6,1
334,0.51135396,"kept",0,"Freedom","Independence","Fairness","Ethical","Loyal",1,"Freedom","Freedom is carried out when those in power remember that hos/her ideas are not the only valid ones. Tolerance is a must",NA,NA,"ampride","antiest","trustgov","demsatis","radchange",NA,7,6,1,2,2,2,6,"vote","harris",NA,6,5,3,12,NA,3,"11/18/2024 18:38","11/22/2024 16:01",3,2,1,"Smartphone","female",50,3,4,"white/non-hisp","bachelors",1,2,"$175,000 to $199,999",4,9,"TX",3,7,1,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Freedom is carried out when those in power remember that hos/her ideas are not the only valid ones. Tolerance is a must",7,6,6.66666666666667,6.22222222222222,0
